Вид спорта;Район;Число активированных спортзон по доступности;Удовлетворенность спортзонами
Комплексное соревнование;район Ивановское;0;0.000
Конгрессы, конференции, семинары;район Ивановское;0;0.000
Конный спорт;район Ивановское;0;0.000
Лыжное двоеборье;район Ивановское;0;0.000
Мас-рестлинг;район Ивановское;0;0.000
Мини-гольф;район Ивановское;0;0.000
Мотоциклетный спорт;район Ивановское;0;0.000
Новус;район Ивановское;0;0.000
Парусный спорт;район Ивановское;0;0.000
Петанк;район Ивановское;0;0.000
Подводный спорт;район Ивановское;0;0.000
Полиатлон;район Ивановское;0;0.000
Комплексные мероприятия;район Ивановское;0;0.000
Практическая стрельба;район Ивановское;0;0.000
Прыжки в воду;район Ивановское;0;0.000
Прыжки на лыжах с трамплина;район Ивановское;0;0.000
Пулевая стрельба;район Ивановское;0;0.000
Регби;район Ивановское;0;0.000
Рыболовный спорт;район Ивановское;0;0.000
Самокатный спорт;район Ивановское;0;0.000
Силовой;район Ивановское;0;0.000
Скандинавская ходьба;район Ивановское;0;0.000
Сквош;район Ивановское;0;0.000
Сноуборд;район Ивановское;0;0.000
Современное пятиборье;район Ивановское;0;0.000
Софтбол;район Ивановское;0;0.000
Спорт глухих;район Ивановское;0;0.000
Спорт лиц с ОВЗ;район Ивановское;0;0.000
Спорт лиц с поражением ОДА;район Ивановское;0;0.000
Стендовая стрельба;район Ивановское;0;0.000
Страйкбол;район Ивановское;0;0.000
Стрельба;район Ивановское;0;0.000
Стрельба из арбалета;район Ивановское;0;0.000
Стрельба из стрелкового оружия;район Ивановское;0;0.000
